Date,Severity,Host,IP,Message,
 09:15:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:15:41.292: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:15:31,4,CE6857-4-ZCSC-NS-AS,172.20.0.102," 2026 09:15:29.252+08:00 CE6857-4-ZCSC-NS-AS %%01DEVM/4/hwIfMonitorInputRateRising_active(l):CID=0x80fc0101-alarmID=0x081300ae;Interface input flow bandwidth usage exceeded the trap threshold. (Interface=18, BandWidthUsage=91, TrapThreshold=90, InterfaceName=10GE1/0/8)",
 09:15:25,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:15:24.65.2+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207286]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:15:20,4,S5700-1-YE1-ES-WF,172.30.38.36," 2026 09:15:20+08:00 S5700-1-YE1-ES-WF L2IFPPI/4/MFLPVLANALARM:OID 1.3.6.1.4.1.2011.5.25.160.3.7 MAC move detected, VlanId = 111, MacAddress = fecc-b228-282a, Original-Port = GE0/0/2, Flapping port = GE0/0/1 and Eth-Trunk19. Please check the network accessed to flapping port.",
 09:15:17,4,S5736-1-T07-AV_PBX-AS,172.20.135.13," 2026 09:15:17+08:00 S5736-1-T07-AV_PBX-AS L2IFPPI/4/MFLPVLANALARM:OID 1.3.6.1.4.1.2011.5.25.160.3.7 MAC move detected, VLANID=1, MacAddress=001c-549c-087c, Original-Port=Eth-Trunk126, Flapping port=GE0/0/6. Please check the network accessed to flapping port.",
 09:15:10,6,S5731-2-ZCNC-NS-AR,10.80.17.21," 2026 09:15:10.574.1+08:00 S5731-2-ZCNC-NS-AR %%01SECE/6/QUEUE_DROP(l)[467599]:Rate of packets to cpu exceeded the QUEUE limit. (SlotId=0, Queue0DropNumber=0, Queue1DropNumber=14, Queue2DropNumber=0, Queue3DropNumber=0, Queue4DropNumber=0, Queue5DropNumber=0, Queue6DropNumber=0, Queue7DropNumber=0)",
 09:15:05,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:15:04.585.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207284]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:14:45,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:14:45.125.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207283]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:14:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:14:41.292: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:14:41,5,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:14:41.525.2+08:00 AE9700-2-CNR-WLAN %%01DHCP/5/WAITOFFER_TIMEOUT(l)[1207282]:The DHCP server did not respond within the specified period. (Client InterfaceName=Vlanif1, Current state=Init, MAC address=9cb2-e8b5-a2a4, Expected address=0.0.0.0)",
 09:14:25,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:14:24.655.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207280]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:14:15,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:14:05.195.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207279]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:13:47,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:13:45.735.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207277]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:13:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:13:41.292: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:13:30,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:13:26.265.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207276]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:13:08,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:13:06.765.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207275]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:12:47,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:12:47.302.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207274]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:12:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:12:41.289: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:12:33,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:12:27.832.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207273]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:12:12,4,S5700-1-F1A-ES-GWWX,10.18.254.231," 2026 09:12:12+08:00 S5700-1-F1A-ES-GWWX L2IFPPI/4/MFLPVLANALARM:OID 1.3.6.1.4.1.2011.5.25.160.3.7 MAC move detected, VlanId = 3, MacAddress = a6b9-ce5a-0c3d, Original-Port = GE0/0/2, Flapping port = GE0/0/3. Please check the network accessed to flapping port.",
 09:12:08,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:12:08.352.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207272]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:11:57,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:11:48.882.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207270]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:11:49,2,C4500X-1-T07-AV-AS,172.20.32.17," Apr 27 2026 09:11:48.384: %SFF8472-5-THRESHOLD_VIOLATION: Te1/9: Rx power low alarm; Operating value: -16.6 dBm, Threshold value: -13.9 dBm.",
 09:11:47,2,C2960-1-YG302-ES-ZIKONG,172.20.133.72," Apr 27 2026 09:11:46.874: %SFF8472-5-THRESHOLD_VIOLATION: Gi0/52: Rx power low alarm; Operating value: -23.3 dBm, Threshold value: -23.0 dBm.",
 09:11:45,6,CE6857-56-ZCSC-NS-AS,172.20.0.196," 2026 09:11:45.145+08:00 CE6857-56-ZCSC-NS-AS %%01BGP/6/PEER_STATE_CHG(l):CID=0x80130454;The state of the peer changed after receiving an event. (PrevState=ACTIVE, CurrState=CONNECT, InputEvent=CR_TIMER, Peer=10.32.255.9, SourceInterface=-, VpnInstance=_public_)",
 09:11:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:11:41.289: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:11:29,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:11:29.412.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207269]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:11:15,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:11:09.952.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207268]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:10:59,4,S5720-1-F10-AV-WF,172.30.26.10, 2026 09:10:59.708.2+08:00 S5720-1-F10-AV-WF %%01SECE/4/UCSUPPRESSRESUME(l)[114387]:MAC address flapping finished on port. Unknown unicast packets were normally forwarded.(Interface=GigabitEthernet0/0/1),
 09:10:59,4,S5720-1-F10-AV-WF,172.30.26.10, 2026 09:10:59.708.1+08:00 S5720-1-F10-AV-WF %%01SECE/4/UCSUPPRESSRESUME(l)[114386]:MAC address flapping finished on port. Unknown unicast packets were normally forwarded.(Interface=GigabitEthernet0/0/2),
 09:10:54,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:10:50.472.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207267]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:10:43,2,C7606-2-WAN-NS-AR,172.22.20.1, Apr 27 2026 09:10:41.290: %EARL_L3_ASIC-DFC3-3-INTR_WARN: EARL L3 ASIC: Non-fatal interrupt Decision Engine block interrupt,
 09:10:33,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:44.707 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/9(0x1f6b0200) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:33,4,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:56.119 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/9 is operationally individual,
 09:10:33,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:56.109 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/9(0x1f6b0200) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:33,4,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:44.694 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/9 is operationally individual,
 09:10:32,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:44.525 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/7(0x1f6b0180) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:32,4,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:44.520 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/7 is operationally individual,
 09:10:32,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:55.926 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/7(0x1f6b0180) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:32,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:44.512 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/8(0x1f6b01c0) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:32,4,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:44.506 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/8 is operationally individual,
 09:10:32,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:10:31.2.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207266]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:10:32,4,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:55.919 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/7 is operationally individual,
 09:10:32,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:55.879 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/8(0x1f6b01c0) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:32,4,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:55.874 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/8 is operationally individual,
 09:10:32,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:55.443 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/6(0x1f6b0140) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:32,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:44.028 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/6(0x1f6b0140) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:32,4,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:44.021 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/6 is operationally individual,
 09:10:32,4,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:55.435 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/6 is operationally individual,
 09:10:28,4,S5720-1-F11-AV-WF,172.30.26.11, 2026 09:10:28.458.3+08:00 S5720-1-F11-AV-WF %%01SECE/4/UCSUPPRESS(l)[90163]:MAC address flapping started on port. The rate of unknown unicast packets was limited to 50% of the port bandwidth.(Interface=GigabitEthernet0/0/2),
 09:10:28,4,S5720-1-F11-AV-WF,172.30.26.11, 2026 09:10:28.458.2+08:00 S5720-1-F11-AV-WF %%01SECE/4/UCSUPPRESS(l)[90162]:MAC address flapping started on port. The rate of unknown unicast packets was limited to 50% of the port bandwidth.(Interface=GigabitEthernet0/0/4),
 09:10:28,4,S5720-1-F11-AV-WF,172.30.26.11, 2026 09:10:28.458.1+08:00 S5720-1-F11-AV-WF %%01SECE/4/UCSUPPRESS(l)[90161]:MAC address flapping started on port. The rate of unknown unicast packets was limited to 50% of the port bandwidth.(Interface=GigabitEthernet0/0/5),
 09:10:28,4,S5720-1-F11-AV-WF,172.30.26.11," 2026 09:10:28+08:00 S5720-1-F11-AV-WF L2IFPPI/4/MFLPVLANALARM:OID 1.3.6.1.4.1.2011.5.25.160.3.7 MAC move detected, VLANID = 135, MacAddress = 7ab5-a83d-caff, Original-Port = GE0/0/5, Flapping port = GE0/0/4 and GE0/0/2. Please check the network accessed to flapping port.",
 09:10:20,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.984 PRC: %ETH_PORT_CHANNEL-5-PORT_INDIVIDUAL_DOWN: individual port Ethernet108/1/9 is down,
 09:10:20,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.561 PRC: %ETH_PORT_CHANNEL-5-PORT_INDIVIDUAL_DOWN: individual port Ethernet108/1/9 is down,
 09:10:20,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.529 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/9(0x1f6b0200) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:20,4,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.525 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/9 is operationally individual,
 09:10:20,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.938 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/9(0x1f6b0200) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:20,4,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.934 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/9 is operationally individual,
 09:10:20,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.794 PRC: %ETH_PORT_CHANNEL-5-PORT_INDIVIDUAL_DOWN: individual port Ethernet108/1/8 is down,
 09:10:20,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.375 PRC: %ETH_PORT_CHANNEL-5-PORT_INDIVIDUAL_DOWN: individual port Ethernet108/1/8 is down,
 09:10:20,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.341 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/8(0x1f6b01c0) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:20,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.749 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/8(0x1f6b01c0) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:20,4,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.335 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/8 is operationally individual,
 09:10:20,4,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.745 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/8 is operationally individual,
 09:10:20,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.285 PRC: %ETH_PORT_CHANNEL-5-PORT_INDIVIDUAL_DOWN: individual port Ethernet108/1/7 is down,
 09:10:20,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.194 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/7(0x1f6b0180) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:20,4,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.190 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/7 is operationally individual,
 09:10:20,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.601 PRC: %ETH_PORT_CHANNEL-5-PORT_INDIVIDUAL_DOWN: individual port Ethernet108/1/7 is down,
 09:10:20,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.573 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/7(0x1f6b0180) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:20,4,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.544 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/7 is operationally individual,
 09:10:20,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.484 PRC: %ETH_PORT_CHANNEL-5-PORT_INDIVIDUAL_DOWN: individual port Ethernet108/1/6 is down,
 09:10:20,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:32.001 PRC: %ETH_PORT_CHANNEL-5-PORT_INDIVIDUAL_DOWN: individual port Ethernet108/1/6 is down,
 09:10:20,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.398 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/6(0x1f6b0140) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:20,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:31.982 PRC: %LACP-FEX108-5-LACP_SUSPEND_INDIVIDUAL: LACP port Ethernet108/1/6(0x1f6b0140) of port-channel port-channel12(0x1600000b) not receiving any LACP BPDUs  suspending (individual) port ,
 09:10:20,4,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:43.381 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/6 is operationally individual,
 09:10:20,4,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:31.963 PRC: %ETH_PORT_CHANNEL-4-PORT_INDIVIDUAL: port Ethernet108/1/6 is operationally individual,
 09:10:12,4,AE9700-2-CNR-WLAN,172.20.246.14," 2026 09:10:11.522.1+08:00 AE9700-2-CNR-WLAN %%01DHCP/4/DHCPSNP_ONLINE_FAIL(l)[1207264]:The user failed to request an IP address. (Client MAC Address=ccda-2052-ddce, VLAN=105, APId=129, APMAC=5cc0-a053-2eb0, APName=AP5761-B4-B407-CNR-WF, RadioId=0, SSID=CMG-Meeting, Failure Reason=No DHCP offer was received from the DHCP server)",
 09:10:10,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:22.411 PRC: %ETH_PORT_CHANNEL-5-FOP_CHANGED: port-channel12: first operational port changed from Ethernet108/1/9 to none,
 09:10:10,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:33.819 PRC: %ETH_PORT_CHANNEL-5-FOP_CHANGED: port-channel12: first operational port changed from Ethernet108/1/9 to none,
 09:10:10,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:22.399 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: port-channel12 is down,
 09:10:10,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:22.394 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: Ethernet108/1/9 is down,
 09:10:10,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:33.808 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: port-channel12 is down,
 09:10:10,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:33.802 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: Ethernet108/1/9 is down,
 09:10:10,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:22.209 PRC: %ETH_PORT_CHANNEL-5-FOP_CHANGED: port-channel12: first operational port changed from Ethernet108/1/8 to Ethernet108/1/9,
 09:10:10,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:33.620 PRC: %ETH_PORT_CHANNEL-5-FOP_CHANGED: port-channel12: first operational port changed from Ethernet108/1/8 to Ethernet108/1/9,
 09:10:10,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:22.205 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: Ethernet108/1/8 is down,
 09:10:10,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:33.615 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: Ethernet108/1/8 is down,
 09:10:10,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:22.073 PRC: %ETH_PORT_CHANNEL-5-FOP_CHANGED: port-channel12: first operational port changed from Ethernet108/1/7 to Ethernet108/1/8,
 09:10:10,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:33.421 PRC: %ETH_PORT_CHANNEL-5-FOP_CHANGED: port-channel12: first operational port changed from Ethernet108/1/7 to Ethernet108/1/8,
 09:10:10,5,N5548-1-ZCSC-NS-AS,172.20.0.51, 2026 Apr 27 09:30:22.004 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: Ethernet108/1/7 is down,
 09:10:10,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:33.411 PRC: %ETH_PORT_CHANNEL-5-PORT_DOWN: port-channel12: Ethernet108/1/7 is down,
 09:10:10,5,N5548-2-ZCSC-NS-AS,172.20.0.151, 2026 Apr 27 08:34:33.234 PRC: %ETH_PORT_CHANNEL-5-FOP_CHANGED: port-channel12: first operational port changed from Ethernet108/1/6 to Ethernet108/1/7,
